Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Royce O'Neale,SF,30,BRK,42,6,24.7,2.5,6.5,.378,1.9,5.3,.356,0.6,1.3,.472,.522,0.3,0.5,.650,0.8,3.8,4.6,3.0,0.7,0.6,1.0,2.4,7.1
Chuma Okeke,SF,25,ORL,27,8,13.2,1.3,3.4,.387,0.8,2.6,.319,0.5,0.9,.583,.505,0.1,0.2,.400,0.7,2.0,2.6,0.6,0.3,0.3,0.4,0.6,3.6
Josh Okogie,SG,25,PHO,38,11,18.5,1.6,4.0,.391,0.4,1.9,.239,1.1,2.1,.525,.447,1.6,2.2,.735,1.3,1.5,2.8,1.3,0.9,0.5,0.6,1.5,5.2
Onyeka Okongwu,C,23,ATL,43,3,24.8,3.6,6.1,.587,0.3,1.1,.286,3.3,5.0,.656,.614,1.7,2.1,.800,2.5,4.2,6.8,1.4,0.4,1.0,0.9,3.0,9.2
Isaac Okoro,SF,23,CLE,33,22,26.1,3.2,6.4,.495,0.9,2.5,.354,2.3,3.9,.585,.564,1.5,2.2,.694,1.3,2.0,3.3,2.0,0.8,0.4,0.8,2.3,8.8
Kelly Olynyk,C,32,UTA,43,8,20.6,2.9,5.3,.553,0.7,1.7,.405,2.2,3.5,.625,.619,1.5,1.7,.851,1.3,3.8,5.1,4.3,0.8,0.3,1.7,2.8,8.0
Eugene Omoruyi,SF,26,WAS,19,0,5.8,1.7,2.9,.582,0.3,0.9,.294,1.4,2.0,.711,.627,0.8,1.1,.762,0.6,0.9,1.5,0.6,0.5,0.1,0.5,1.1,4.5
Cedi Osman,SF,28,SAS,44,1,17.8,2.7,5.6,.480,1.2,3.1,.372,1.5,2.5,.613,.583,0.7,1.0,.667,0.4,2.2,2.6,1.8,0.5,0.1,0.6,1.5,7.3
Kelly Oubre Jr.,SF,28,PHI,30,19,27.2,4.7,10.1,.467,1.6,4.5,.363,3.1,5.6,.550,.548,1.6,2.3,.710,0.9,3.3,4.2,1.0,1.2,0.4,0.9,2.7,12.7
Chris Paul,PG,38,GSW,32,11,27.6,3.3,7.7,.424,1.3,3.7,.361,1.9,3.9,.484,.512,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9
Cameron Payne,PG,29,MIL,40,2,15.3,2.3,4.8,.469,1.1,2.9,.395,1.1,2.0,.577,.586,0.9,1.0,.895,0.1,1.1,1.2,2.3,0.4,0.1,0.7,1.6,6.5
Gary Payton II,SG,31,GSW,16,0,16.3,2.3,4.9,.456,0.6,2.0,.281,1.7,2.9,.574,.513,0.4,0.6,.667,1.0,2.0,3.0,0.8,1.1,0.3,0.6,1.8,5.4
Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
Julian Phillips,SF,20,CHI,22,0,4.5,0.4,1.1,.333,0.0,0.5,.083,0.3,0.5,.583,.354,0.0,0.2,.250,0.1,0.4,0.5,0.3,0.0,0.1,0.1,0.5,0.8
Jalen Pickett,SG,24,DEN,15,0,6.0,0.7,1.7,.440,0.5,1.2,.389,0.3,0.5,.571,.580,0.1,0.1,1.000,0.1,0.7,0.7,0.7,0.2,0.0,0.4,0.5,2.1
Scotty Pippen Jr.,PG,23,MEM,2,0,14.5,3.0,4.5,.667,0.5,0.5,1.000,2.5,4.0,.625,.722,2.5,2.5,1.000,0.5,3.0,3.5,3.5,0.0,0.0,1.5,0.5,9.0
Mason Plumlee,C,33,LAC,12,3,16.0,2.0,2.9,.686,0.0,0.0,,2.0,2.9,.686,.686,1.7,2.8,.588,1.0,3.6,4.6,1.2,0.4,0.3,0.5,1.3,5.7
Brandin Podziemski,SG,20,GSW,35,10,24.4,3.7,7.9,.460,1.3,3.3,.388,2.4,4.6,.512,.541,0.6,1.0,.611,1.5,3.9,5.4,3.2,0.9,0.1,1.3,1.9,9.2
Jakob Poeltl,C,28,TOR,36,36,26.5,4.7,6.9,.685,0.0,0.0,,4.7,6.9,.685,.685,1.2,2.2,.532,2.8,5.6,8.3,2.5,0.7,1.4,1.6,2.9,10.6
Aleksej Pokusevski,PF,22,OKC,8,0,6.0,0.4,1.6,.231,0.1,1.1,.111,0.3,0.5,.500,.269,0.1,0.3,.500,0.3,0.9,1.1,0.6,0.0,0.1,0.4,0.6,1.0
Jordan Poole,SG,24,WAS,42,42,29.1,5.9,14.4,.409,1.9,6.3,.307,4.0,8.1,.488,.476,2.8,3.2,.872,0.4,1.9,2.3,3.5,1.0,0.3,2.3,3.1,16.5
Craig Porter Jr.,PG,23,CLE,29,5,15.9,2.9,5.7,.512,0.2,0.7,.333,2.7,4.9,.538,.534,1.1,1.6,.696,0.5,2.2,2.7,3.1,0.6,0.4,1.1,1.0,7.1
Jontay Porter,PF,24,TOR,11,5,15.6,1.7,5.0,.345,0.7,2.6,.276,1.0,2.4,.423,.418,0.7,0.7,1.000,1.1,2.3,3.4,2.2,0.7,1.0,0.7,1.9,4.9
Michael Porter Jr.,SF,25,DEN,45,45,31.4,6.2,12.8,.481,2.8,6.9,.401,3.4,6.0,.572,.588,1.0,1.3,.767,1.2,5.8,7.0,1.4,0.5,0.8,1.0,2.0,16.1
Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6
Bobby Portis,PF,28,MIL,44,0,23.4,5.0,9.8,.503,1.0,2.8,.363,3.9,7.0,.560,.555,1.3,1.7,.784,1.5,5.1,6.7,1.0,0.7,0.5,0.9,2.4,12.3
Kristaps Porziņģis,C,28,BOS,32,32,30.0,6.5,12.3,.525,1.8,5.1,.350,4.7,7.2,.649,.598,4.8,5.8,.837,1.7,5.2,6.8,2.0,0.7,1.9,1.6,2.9,19.5
Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Powell,C,32,DAL,39,8,16.0,1.6,2.2,.709,0.0,0.1,.500,1.5,2.2,.714,.715,1.4,1.9,.753,1.8,2.1,3.9,1.7,0.6,0.4,0.5,2.2,4.6
Norman Powell,SG,30,LAC,42,0,25.5,4.7,9.4,.500,2.0,4.5,.453,2.7,4.9,.544,.609,2.0,2.3,.875,0.1,2.3,2.5,1.0,0.5,0.4,0.9,1.8,13.5
Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0
Taurean Prince,PF,29,LAL,42,42,30.7,3.5,8.2,.425,2.1,5.5,.385,1.4,2.7,.504,.553,0.7,0.9,.744,0.3,2.6,2.8,1.8,0.9,0.5,0.9,2.2,9.8
Payton Pritchard,PG,26,BOS,44,0,21.2,2.8,6.7,.420,1.7,4.5,.378,1.1,2.2,.505,.546,0.5,0.7,.774,1.0,2.3,3.3,3.0,0.5,0.1,0.6,1.3,7.8
Olivier-Maxence Prosper,PF,21,DAL,24,0,9.1,0.9,2.6,.349,0.3,1.3,.258,0.6,1.3,.438,.413,0.8,1.1,.704,0.6,1.5,2.2,0.8,0.1,0.1,0.2,0.7,3.0
Trevelin Queen,SG,26,ORL,10,0,14.9,1.4,3.4,.412,0.3,1.4,.214,1.1,2.0,.550,.456,0.9,1.2,.750,0.3,1.5,1.8,1.7,0.7,0.5,0.7,1.4,4.0
Neemias Queta,C,24,BOS,16,0,12.9,1.9,3.4,.556,0.0,0.0,,1.9,3.4,.556,.556,0.9,1.1,.778,2.0,2.6,4.6,0.4,0.4,0.4,0.4,2.3,4.6
Immanuel Quickley,SG-PG,24,TOT,42,12,26.2,5.2,11.9,.440,2.3,5.6,.410,2.9,6.3,.466,.536,2.8,3.2,.866,0.2,2.9,3.1,3.5,0.6,0.1,1.1,1.6,15.5
Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0
Immanuel Quickley,PG,24,TOR,12,12,31.8,5.6,13.6,.411,2.7,6.0,.444,2.9,7.6,.385,.509,2.8,3.3,.850,0.3,4.3,4.6,6.1,0.8,0.2,1.4,2.0,16.7
Lester Quinones,SG,23,GSW,9,0,6.3,1.0,2.6,.391,0.6,1.4,.385,0.4,1.1,.400,.500,0.1,0.2,.500,0.4,0.9,1.3,0.6,0.1,0.1,0.6,0.7,2.7
Julius Randle,PF,29,NYK,44,44,35.6,8.7,18.3,.473,1.6,5.3,.306,7.0,13.0,.542,.518,5.2,6.7,.777,2.1,7.1,9.3,5.0,0.5,0.3,3.5,2.8,24.2
Duop Reath,C,27,POR,32,11,18.3,3.5,7.3,.481,1.4,3.7,.378,2.1,3.6,.586,.577,1.1,1.4,.795,1.5,2.6,4.1,1.3,0.5,0.5,0.8,2.4,9.6
Austin Reaves,SG,25,LAL,45,20,30.2,5.2,10.7,.487,1.6,4.5,.345,3.7,6.2,.589,.559,2.9,3.3,.873,0.8,3.3,4.1,5.1,0.9,0.1,2.1,1.8,14.9
Cam Reddish,SF,24,LAL,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7
Paul Reed,C,24,PHI,42,8,15.3,2.4,4.4,.548,0.1,0.5,.316,2.3,4.0,.575,.565,0.6,0.9,.722,1.9,2.8,4.7,1.1,0.6,0.7,0.8,2.2,5.6
Naz Reid,C,24,MIN,44,0,22.4,4.8,9.5,.499,2.0,4.8,.410,2.8,4.8,.589,.601,1.1,1.4,.794,1.0,3.6,4.6,1.0,0.8,0.7,1.3,2.0,12.6
Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
Nick Richards,C,26,CHO,33,20,24.4,3.6,5.3,.676,0.0,0.0,,3.6,5.3,.676,.676,1.8,2.4,.763,2.5,5.2,7.7,0.8,0.4,1.2,0.9,2.7,9.1
Josh Richardson,SG,30,MIA,35,5,26.0,3.4,7.9,.432,1.5,4.3,.342,2.0,3.7,.535,.523,1.3,1.4,.938,0.4,2.3,2.7,2.5,0.5,0.4,1.0,1.8,9.6
Duncan Robinson,SF,29,MIA,42,17,28.3,4.7,10.4,.455,2.8,6.9,.407,1.9,3.5,.552,.591,1.3,1.5,.875,0.3,2.4,2.6,2.9,0.6,0.2,1.4,2.2,13.6
Jerome Robinson,SG,26,GSW,7,0,3.7,0.0,1.3,.000,0.0,0.7,.000,0.0,0.6,.000,.000,0.6,0.9,.667,0.1,0.3,0.4,0.3,0.0,0.1,0.0,0.1,0.6
Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2
Orlando Robinson,C,23,MIA,18,7,12.3,1.7,3.3,.525,0.4,0.7,.583,1.3,2.6,.511,.585,0.6,0.9,.688,1.0,2.3,3.3,1.5,0.3,0.4,0.7,1.6,4.4
Jeremiah Robinson-Earl,PF,23,NOP,17,1,11.5,1.6,3.0,.529,0.5,1.1,.421,1.1,1.9,.594,.608,0.4,0.4,1.000,0.6,2.0,2.6,0.5,0.4,0.2,0.5,0.8,4.0
David Roddy,PF,22,MEM,41,10,22.7,3.1,7.6,.408,1.0,3.1,.318,2.1,4.4,.473,.474,0.9,1.2,.714,1.0,2.8,3.9,1.4,0.5,0.2,1.0,1.4,8.0
Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
Derrick Rose,PG,35,MEM,17,7,17.9,3.3,7.5,.438,0.6,1.9,.333,2.6,5.6,.474,.480,1.1,1.2,.905,0.4,1.4,1.8,3.4,0.4,0.1,1.3,1.1,8.4
Terry Rozier,SG-PG,29,TOT,31,30,35.3,8.2,18.1,.455,2.7,7.6,.354,5.5,10.4,.529,.530,3.6,4.2,.847,0.6,3.3,3.9,6.5,1.1,0.4,2.2,1.7,22.7
Terry Rozier,SG,29,CHO,30,30,35.5,8.4,18.3,.459,2.8,7.7,.358,5.6,10.6,.533,.535,3.6,4.3,.845,0.6,3.3,3.9,6.6,1.1,0.4,2.2,1.7,23.2
Terry Rozier,PG,29,MIA,1,0,29.0,3.0,11.0,.273,1.0,5.0,.200,2.0,6.0,.333,.318,2.0,2.0,1.000,2.0,2.0,4.0,5.0,2.0,0.0,3.0,2.0,9.0
Rayan Rupert,SG,19,POR,14,0,7.5,1.0,2.9,.350,0.4,1.1,.375,0.6,1.7,.333,.425,0.4,0.6,.625,0.4,0.9,1.4,0.7,0.1,0.0,0.4,0.4,2.8
D'Angelo Russell,PG,27,LAL,41,34,29.9,6.2,13.0,.479,2.4,5.8,.412,3.9,7.2,.534,.571,1.7,2.1,.784,0.4,2.4,2.7,6.2,0.8,0.5,2.0,2.0,16.6
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Domantas Sabonis,C,27,SAC,42,42,35.3,8.0,13.1,.610,0.5,1.1,.404,7.5,12.0,.629,.627,3.5,5.2,.677,3.2,9.6,12.8,7.9,0.8,0.5,3.3,3.2,20.0
Luka Šamanić,PF,24,UTA,20,0,6.3,1.1,2.8,.375,0.3,1.1,.238,0.8,1.8,.457,.420,0.6,0.7,.846,0.4,1.6,1.9,0.2,0.1,0.1,0.5,0.7,2.9
Jermaine Samuels,SF,25,HOU,6,0,6.3,0.8,1.2,.714,0.0,0.3,.000,0.8,0.8,1.000,.714,0.3,0.3,1.000,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0
Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7
Gui Santos,PF,21,GSW,6,0,5.8,0.7,1.8,.364,0.2,1.0,.167,0.5,0.8,.600,.409,1.0,1.0,1.000,0.8,1.2,2.0,0.3,0.0,0.0,0.3,0.5,2.5
Dario Šarić,C,29,GSW,41,8,20.8,3.6,7.5,.484,1.5,3.8,.401,2.1,3.7,.570,.586,1.7,2.0,.850,1.4,4.2,5.6,2.4,0.6,0.2,1.2,2.2,10.5
Olivier Sarr,C,24,OKC,9,0,7.6,0.7,1.2,.545,0.2,0.6,.400,0.4,0.7,.667,.636,0.7,0.9,.750,0.7,2.2,2.9,0.2,0.0,0.6,0.2,1.6,2.2
Marcus Sasser,PG,23,DET,40,0,15.5,2.7,5.8,.468,1.0,2.6,.392,1.7,3.2,.527,.554,0.7,0.8,.906,0.2,1.4,1.6,2.6,0.6,0.2,0.9,1.3,7.1
Admiral Schofield,PF,26,ORL,12,0,3.8,0.4,1.3,.333,0.2,0.8,.222,0.3,0.5,.500,.400,0.0,0.2,.000,0.1,0.5,0.6,0.3,0.0,0.0,0.3,0.6,1.0
Dennis Schröder,PG,30,TOR,44,31,31.0,5.0,11.1,.451,1.6,4.4,.359,3.4,6.7,.510,.522,2.3,2.7,.858,0.4,2.2,2.6,6.3,0.8,0.1,1.5,2.1,13.9
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
Alperen Şengün,C,21,HOU,43,43,32.8,8.7,16.2,.541,0.6,2.0,.287,8.2,14.1,.577,.559,4.1,5.6,.723,2.7,6.5,9.2,5.1,1.2,0.7,2.6,3.3,22.1
Brice Sensabaugh,SF,20,UTA,4,0,3.0,0.5,1.5,.333,0.3,0.5,.500,0.3,1.0,.250,.417,0.0,0.0,,0.3,0.5,0.8,0.5,0.0,0.0,0.0,0.3,1.3
Collin Sexton,SG,25,UTA,45,22,24.2,6.0,12.2,.492,1.5,3.9,.379,4.5,8.2,.546,.553,4.1,4.6,.885,0.9,1.8,2.6,4.1,0.7,0.2,1.8,2.1,17.5
Landry Shamet,SG,26,WAS,27,0,15.4,2.9,6.2,.470,1.4,3.4,.398,1.6,2.8,.560,.580,1.0,1.3,.771,0.2,1.0,1.2,1.4,0.6,0.3,0.6,1.8,8.2
Day'Ron Sharpe,C,22,BRK,37,1,16.0,3.0,5.2,.575,0.0,0.2,.143,3.0,5.0,.591,.578,1.5,2.4,.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5
Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9
Ben Sheppard,SG,22,IND,22,0,9.3,1.0,2.7,.383,0.5,1.7,.316,0.5,1.0,.500,.483,0.4,0.5,.750,0.3,0.7,1.0,0.8,0.5,0.0,0.0,1.1,3.0
Pascal Siakam,PF,29,TOT,42,42,34.5,8.3,15.9,.520,1.1,3.6,.318,7.1,12.3,.579,.556,4.2,5.5,.751,1.4,5.0,6.3,4.9,0.8,0.2,2.1,2.4,21.8
Pascal Siakam,PF,29,TOR,39,39,34.7,8.3,16.0,.522,1.2,3.7,.317,7.2,12.3,.584,.559,4.3,5.7,.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2
Pascal Siakam,PF,29,IND,3,3,32.3,7.3,14.7,.500,0.7,2.0,.333,6.7,12.7,.526,.523,2.0,3.3,.600,1.3,5.3,6.7,4.7,0.3,0.0,1.7,4.0,17.3
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,22,22,33.2,7.9,18.1,.434,3.3,8.5,.390,4.5,9.6,.472,.525,3.9,4.4,.896,0.5,3.0,3.5,4.8,0.5,0.1,2.5,2.0,23.0
Jericho Sims,C,25,NYK,20,6,7.3,0.7,1.0,.684,0.0,0.0,,0.7,1.0,.684,.684,0.2,0.3,.600,0.4,1.1,1.5,0.3,0.1,0.3,0.2,0.8,1.5
Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8
Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
Dennis Smith Jr.,PG,26,BRK,28,1,20.0,3.0,6.8,.435,0.6,2.0,.286,2.4,4.8,.496,.476,0.9,1.1,.813,0.9,2.4,3.4,4.1,1.2,0.3,1.3,2.5,7.4
Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
Ish Smith,PG,35,CHO,35,2,16.4,1.7,3.6,.472,0.1,0.2,.333,1.6,3.4,.479,.480,0.1,0.1,.750,0.3,1.4,1.7,3.1,0.3,0.1,1.2,0.9,3.5
Jabari Smith Jr.,PF,20,HOU,40,40,31.7,5.0,10.6,.474,1.7,4.5,.382,3.3,6.2,.541,.554,1.9,2.4,.809,2.0,6.8,8.7,1.5,0.6,0.8,1.2,2.9,13.7
Jalen Smith,C,23,IND,30,12,17.8,3.9,6.2,.631,1.1,2.3,.500,2.8,4.0,.706,.722,1.4,1.9,.719,1.5,4.0,5.5,1.1,0.2,0.5,0.9,2.3,10.4
Nick Smith Jr.,SG,19,CHO,27,0,15.1,2.5,5.9,.424,1.3,2.9,.462,1.1,3.0,.388,.538,0.1,0.1,.750,0.5,1.1,1.6,1.1,0.1,0.3,0.9,1.1,6.4
Terquavion Smith,PG,21,PHI,3,0,1.0,0.7,1.0,.667,0.7,0.7,1.000,0.0,0.3,.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Jeremy Sochan,PF,20,SAS,44,43,29.4,4.3,10.0,.434,1.0,2.8,.372,3.3,7.3,.458,.485,1.6,2.0,.784,1.6,4.0,5.7,4.0,0.7,0.4,1.9,2.5,11.3
Jaden Springer,SG,21,PHI,24,0,9.9,1.1,3.2,.351,0.2,1.0,.200,0.9,2.2,.423,.383,0.5,0.8,.722,0.8,0.6,1.4,0.9,0.5,0.4,0.8,1.4,3.0
Lamar Stevens,PF,26,BOS,16,1,6.4,0.9,2.1,.441,0.1,0.4,.286,0.8,1.7,.481,.471,0.4,0.5,.750,0.5,0.9,1.4,0.4,0.4,0.3,0.4,0.8,2.4
Isaiah Stewart,PF,22,DET,33,32,30.7,4.1,8.6,.470,1.5,3.8,.384,2.6,4.8,.538,.554,1.5,2.0,.738,1.8,5.2,7.0,1.8,0.4,0.8,1.6,2.5,11.0
Julian Strawther,SF,21,DEN,33,0,13.9,2.2,5.6,.384,1.1,3.5,.322,1.0,2.1,.486,.484,0.5,0.7,.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.9
Max Strus,SF,27,CLE,42,42,33.0,4.6,11.5,.405,2.5,7.5,.338,2.1,3.9,.537,.517,1.0,1.3,.811,0.7,4.1,4.9,3.8,0.9,0.5,1.6,2.7,12.9
Jalen Suggs,SG,22,ORL,40,40,26.7,4.6,10.1,.455,2.0,5.2,.391,2.6,4.9,.523,.556,1.7,2.2,.773,0.7,2.6,3.4,2.4,1.3,0.7,2.0,2.9,12.9
Cole Swider,SF,24,MIA,8,0,4.8,1.1,2.4,.474,0.6,1.8,.357,0.5,0.6,.800,.605,0.0,0.0,,0.1,0.1,0.3,0.4,0.1,0.1,0.4,0.1,2.9
Jae'Sean Tate,SF,28,HOU,40,9,18.6,1.9,3.9,.477,0.5,1.5,.295,1.4,2.4,.596,.535,0.5,0.7,.714,1.1,2.4,3.5,1.1,0.7,0.2,0.4,2.5,4.7
Jayson Tatum,PF,25,BOS,41,41,36.0,9.1,19.4,.469,3.0,8.3,.361,6.1,11.0,.550,.546,5.9,7.2,.808,0.9,7.5,8.4,4.4,1.0,0.5,2.5,2.1,27.0
Terry Taylor,PF,24,CHI,16,0,6.8,0.8,1.4,.591,0.0,0.3,.000,0.8,1.1,.765,.591,0.1,0.1,1.000,0.8,0.5,1.3,0.3,0.2,0.1,0.4,0.8,1.7
Garrett Temple,SG,37,TOR,11,0,4.1,0.5,1.2,.462,0.2,0.5,.400,0.4,0.7,.500,.538,0.4,0.4,1.000,0.3,0.5,0.7,0.5,0.2,0.0,0.2,0.3,1.6
Dalen Terry,SG,21,CHI,29,1,10.1,0.7,2.0,.356,0.2,1.2,.200,0.5,0.8,.583,.415,0.5,0.7,.750,0.3,1.3,1.7,1.2,0.2,0.3,0.6,1.2,2.2
Daniel Theis,C,31,TOT,32,1,16.9,2.6,5.0,.516,0.4,1.0,.406,2.2,4.0,.543,.557,0.9,1.2,.737,1.6,2.0,3.6,0.9,0.5,0.9,0.7,2.3,6.4
Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Daniel Theis,C,31,LAC,31,1,17.2,2.6,5.0,.523,0.4,1.0,.419,2.2,4.0,.548,.565,0.9,1.2,.737,1.6,2.0,3.7,0.9,0.5,0.9,0.7,2.4,6.5
Cam Thomas,SG,22,BRK,34,20,28.4,7.5,17.1,.439,1.9,5.4,.346,5.6,11.6,.482,.494,3.5,4.3,.810,0.2,2.2,2.5,2.4,0.5,0.3,1.6,1.9,20.4
Amen Thompson,SF,21,HOU,24,1,16.3,2.4,5.3,.460,0.2,1.3,.133,2.3,4.0,.563,.476,1.3,1.8,.682,1.0,3.1,4.1,2.0,0.9,0.3,1.1,1.9,6.3
Ausar Thompson,SF,21,DET,44,24,23.8,3.4,7.3,.467,0.3,1.6,.153,3.2,5.7,.558,.485,1.2,1.9,.634,2.1,4.6,6.7,2.0,0.9,0.9,1.3,3.0,8.3
Klay Thompson,SF,33,GSW,40,40,30.5,6.1,14.3,.425,3.4,8.7,.389,2.7,5.6,.480,.543,1.9,2.1,.906,0.6,2.9,3.5,2.4,0.5,0.5,1.7,1.9,17.5
Tristan Thompson,PF,32,CLE,36,0,12.4,1.7,2.6,.649,0.0,0.0,.000,1.7,2.6,.656,.649,0.4,1.2,.310,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
JT Thor,PF,21,CHO,35,1,14.8,1.3,3.6,.362,0.5,1.6,.316,0.8,2.0,.400,.433,0.1,0.3,.444,1.1,1.7,2.8,0.4,0.2,0.5,0.3,1.1,3.3
Matisse Thybulle,SF,26,POR,42,14,22.5,2.0,4.6,.426,1.4,3.7,.377,0.6,1.0,.610,.574,0.3,0.4,.813,0.4,1.6,2.0,1.1,1.6,0.8,0.5,1.3,5.6
Xavier Tillman Sr.,C,25,MEM,31,12,20.5,2.6,6.3,.410,0.4,1.6,.235,2.2,4.6,.472,.441,0.5,1.1,.400,1.6,3.1,4.7,1.7,1.2,1.0,0.9,1.7,6.0
Jacob Toppin,SF,23,NYK,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
Obi Toppin,PF,25,IND,44,28,23.2,4.4,7.5,.582,1.3,3.2,.408,3.0,4.3,.713,.670,1.1,1.4,.770,1.0,2.9,3.9,1.5,0.5,0.5,0.7,2.1,11.1
Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,.250,0.1,0.4,.250,0.2,0.7,.250,.292,0.0,0.0,,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6
